datetime,pm25,co,no2,tvoc,lat,lon,wind_speed,wind_direction,temperature,humidity,u,v,z_score,pollution_event,travel_distance_km,source_lat,source_lon
2020-01-05 17:00:00,377.0593689988229,3.4629137789947864,63.23300523255771,299.8731952413427,28.6139,77.209,2.12,341,15.9,67,0.6902044874491723,-2.004499380270552,2.5425470028792025,True,7.632,28.678910790711477,77.18350067603654
2020-01-06 05:00:00,355.2364500647983,2.2801417722510973,48.95178788991338,443.9295946492519,28.6139,77.209,0.92,257,10.2,90,0.8964204596024163,0.20695496999635604,2.2593967971852496,True,3.312,28.607187946919037,77.175882110849
2020-01-08 11:00:00,397.61353332716953,0.6996911587372268,49.04166579379614,462.7291183618276,28.6139,77.209,2.44,109,14.9,86,-2.307065324462333,0.7943862968754623,2.8092352435785117,True,8.784,28.58813612010134,77.29423358973038
2020-01-09 17:00:00,400.0,3.1409477537485055,98.18868539014628,242.015222226987,28.6139,77.209,2.02,303,11.8,69,1.694114547249757,-1.1001708507303538,2.840199411632134,True,7.272,28.649581216780444,77.14641162734081
2020-01-10 04:00:00,365.1726853338807,2.271692866503968,45.93803533764243,266.3936928889342,28.6139,77.209,3.45,292,5.8,92,3.1987842982554167,-1.2923927472848964,2.3883184629243677,True,12.42,28.655815440452486,77.09082221559893
2020-01-10 18:00:00,351.51552714602605,2.3194874503173244,55.72105658011712,435.5527798752262,28.6139,77.209,2.31,288,11.6,73,2.196940552641805,-0.7138292570061281,2.2111181918801157,True,8.316,28.637051219146144,77.12783492515777
2020-01-11 12:00:00,349.77249576101065,0.5,68.1198720450924,294.0208424278453,28.6139,77.209,3.13,287,15.4,58,2.9932338861643006,-0.9151234357821659,2.1885025327792316,True,11.268,28.643579678998343,77.09841619194079
2020-01-12 20:00:00,350.6426699725013,2.319837392614969,61.26780306384294,539.6583557790548,28.6139,77.209,2.86,12,11.4,84,-0.5946274357387917,-2.797502138098684,2.199792956746715,True,10.296,28.704629799073473,77.23096826867571
2020-01-14 11:00:00,347.39098205483685,1.527355559119289,105.51533563104245,367.764807698146,28.6139,77.209,2.1,357,16.5,74,0.10990550811018318,-2.097122022984605,2.157602628976046,True,7.56,28.681914768313014,77.20493958572042
2020-01-16 14:00:00,352.2545966009245,0.541362666877784,55.48038742924084,771.5342414159636,28.6139,77.209,2.63,9,15.5,80,-0.41142264305580717,-2.597620335765212,2.220707544652276,True,9.468,28.69814714602482,77.22419984215107
2020-01-16 18:00:00,355.18423465741375,0.5,36.93574086065112,459.6840019282081,28.6139,77.209,1.9,357,13.4,93,0.0994383168615943,-1.8973961160336903,2.258719307460524,True,6.84,28.675437171330824,77.20532629184228
2020-01-18 12:00:00,344.85983399055897,1.4297645441349245,59.54757268777432,369.73497263422524,28.6139,77.209,1.51,352,16.0,76,0.21015138244969947,-1.495304783799771,2.1247612342383,True,5.436,28.66239637136648,77.20123604268026
2020-01-20 04:00:00,337.17801063331115,0.747469042273913,34.36622558644268,531.6337062081456,28.6139,77.209,3.31,275,7.9,95,3.2974044506836777,-0.28848550849474763,2.0250903391446986,True,11.916,28.623256286761993,77.08717873419332
2020-01-20 22:00:00,400.0,4.000209174384069,20.0,459.21700671235715,28.6139,77.209,1.3,32,12.4,90,-0.6888950435031664,-1.1024625250033537,2.840199411632134,True,4.68,28.64965554135146,77.23445094708964
2020-01-24 09:00:00,346.0320638916351,3.778364160048748,61.29989092439739,438.2204889214489,28.6139,77.209,5.78,293,12.4,63,5.320518052955106,-2.258425922668001,2.1399708007776694,True,20.808,28.687146246140586,77.01243562530708
2020-01-25 07:00:00,361.65542862435166,3.1546392472544964,49.62333980705402,202.44983477202211,28.6139,77.209,1.36,253,6.0,90,1.3005744681097282,0.3976255184229225,2.342682406455825,True,4.896,28.60100403724034,77.16095080544392
2020-01-26 14:00:00,375.6601583693461,2.728534698447925,57.72996885122594,371.927559080585,28.6139,77.209,2.91,297,20.0,54,2.592828985388151,-1.3211123542420808,2.524392383932797,True,10.476,28.65674688716461,77.11320898808614
2020-01-28 06:00:00,385.86878425998884,1.3491540366445984,20.0,626.2804371625969,28.6139,77.209,5.26,111,11.9,89,-4.910633043375281,1.8850154146082794,2.6568482909325404,True,18.936,28.552764364931626,77.39042133978502
2020-02-01 11:00:00,390.5905651869913,2.5579273187159304,85.47605032060821,371.2899302029646,28.6139,77.209,1.6,274,17.0,53,1.596102480415719,-0.11161035799060036,2.7181129294882025,True,5.76,28.61751979539429,77.15003264327156
2020-02-01 18:00:00,384.8067630615036,1.8466631304221945,51.541545583667954,550.4485713558902,28.6139,77.209,2.15,338,13.1,73,0.8054041758442115,-1.9934452873185926,2.643068671363245,True,7.74,28.67855227958871,77.1792446704204
2020-02-04 06:00:00,363.91184988954,1.3198647291743875,47.41776305156115,365.7800275307752,28.6139,77.209,2.2,120,7.6,92,-1.9052558883257653,1.0999999999999996,2.3719592482615357,True,7.920000000000001,28.578224324324324,77.2793889035976
2020-02-05 07:00:00,376.42401119287155,2.7773398572143138,78.19922078485645,671.4374811043965,28.6139,77.209,2.42,294,8.4,90,2.2107800074950945,-0.9843026762434354,2.5343032984513822,True,8.712,28.64582333004033,77.1273236321291
2020-02-06 05:00:00,340.81636310130796,2.485579770537189,52.410842859752876,266.28545703274557,28.6139,77.209,2.71,274,7.1,93,2.703398576204124,-0.18904004384657935,2.0722976010520044,True,9.756,28.62003102844908,77.1091240395412
2020-02-06 16:00:00,382.15459406988975,4.415722513870435,45.36919854924579,511.52550874475725,28.6139,77.209,1.7,315,17.1,49,1.202081528017131,-1.2020815280171304,2.6086570421132396,True,6.12,28.65288642793569,77.16458958704156
2020-02-07 21:00:00,353.0603778644368,2.285869789572893,69.97511242413715,381.4256015652453,28.6139,77.209,2.16,347,10.2,84,0.48589427738274915,-2.104639339936108,2.2311624765153146,True,7.776000000000001,28.682158573187117,77.1910488336192
2020-02-12 04:00:00,346.0208698100212,1.3900446544488636,51.83747633901291,478.51537091180853,28.6139,77.209,2.3,272,9.1,91,2.29859890214392,-0.08026884241575294,2.139825558680537,True,8.28,28.616503313808078,77.12407919879742
2020-02-12 15:00:00,351.3816286889491,3.234630186361015,48.86874572184763,428.6438058726535,28.6139,77.209,5.13,303,23.8,41,4.302380013560026,-2.7939982496270868,2.2093808726984765,True,18.468,28.704516159447365,77.05005032091996
2020-02-15 03:00:00,346.1398386848673,2.1578282329588645,77.79182047174082,597.8484568298011,28.6139,77.209,4.59,286,13.0,51,4.4121911843568835,-1.2651754632000272,2.1413691680155527,True,16.524,28.65493271772541,77.04599339189404
2020-02-15 22:00:00,347.0699763824582,3.2244920569379345,60.989554418234874,385.60864441789,28.6139,77.209,3.18,294,15.2,53,2.9050745553034716,-1.2934225249810434,2.1534376122595504,True,11.448,28.655848838648033,77.10167320254982
2020-02-16 12:00:00,372.273246819062,1.6440704406675895,108.48415535782343,434.13746298212527,28.6139,77.209,2.77,319,23.2,42,1.8172835103037055,-2.090545537217078,2.4804475429594404,True,9.972,28.68170147688272,77.14186120011486
2020-02-18 05:00:00,360.1948644275447,2.949335661479518,96.36297487770095,479.29122921287603,28.6139,77.209,3.11,274,10.4,68,3.1024241963080534,-0.21694263334422942,2.3237317310670105,True,11.196,28.620935977297652,77.09438220035908
2020-02-18 09:00:00,363.27540580725935,1.3024878682333174,34.03654790406876,459.92016396059637,28.6139,77.209,4.02,276,17.2,50,3.997978019380459,-0.42020442233596494,2.3637014495062325,True,14.471999999999998,28.62752825153522,77.06129632874207
2020-02-18 13:00:00,375.18019250714184,0.9312177555890861,88.92749325397716,223.40552374696554,28.6139,77.209,5.61,292,25.0,28,5.2015014241196775,-2.101542989063266,2.5181648745414056,True,20.196,28.682058150996646,77.01683264623479
